X,Y
-3.875,-2.30233333333333
-3.885,-2.30233333333333
-3.895,-2.30233333333333
-3.905,-2.30233333333333
-3.915,-2.30233333333333
-3.925,-2.30233333333333
-3.935,-2.30233333333333
-3.945,-2.30233333333333
-3.955,-2.30233333333333
-3.965,-2.30233333333333
-3.975,-2.30233333333333
-3.985,-2.30233333333333
-3.995,-2.30233333333333
-4.005,-2.30233333333333
-4.015,-2.30233333333333
-4.025,-2.30233333333333
-4.035,-2.30233333333333
-4.045,-2.30233333333333
-4.055,-2.30233333333333
-4.065,-2.30233333333333
-4.075,-2.30233333333333
-4.085,-2.30233333333333
-4.095,-2.30233333333333
-4.105,-2.30233333333333
-4.115,-2.30233333333333
-4.125,-2.30233333333333
-4.135,-2.30233333333333
-4.145,-2.30233333333333
-4.155,-2.30233333333333
-4.165,-2.30233333333333
-4.175,-2.30233333333333
-4.185,-2.30233333333333
-4.195,-2.30233333333333
-4.205,-2.30233333333333
-4.215,-2.30233333333333
-4.225,-2.30233333333333
-4.235,-2.30233333333333
-4.245,-2.30233333333333
-4.255,-2.30233333333333
-4.265,-2.30233333333333
-4.275,-2.30233333333333
-4.285,-2.30233333333333
-4.295,-2.30233333333333
-4.305,-2.30233333333333
-4.315,-2.30233333333333
-4.325,-2.30233333333333
-4.335,-2.30233333333333
-4.345,-2.30233333333333
-4.355,-2.30233333333333
-4.365,-2.30233333333333
-4.375,-2.30233333333333
-4.385,-2.30233333333333
-4.395,-2.30233333333333
-4.405,-2.30233333333333
-4.415,-2.30233333333333
-4.425,-2.30233333333333
-4.435,-2.30233333333333
-4.445,-2.30233333333333
-4.455,-2.30233333333333
-4.465,-2.30233333333333
-4.475,-2.30233333333333
-4.485,-2.30233333333333
-4.495,-2.30233333333333
-4.505,-2.30233333333333
-4.515,-2.30233333333333
-4.525,-2.30233333333333
-4.535,-2.30233333333333
-4.545,-2.30233333333333
-4.555,-2.30233333333333
-4.565,-2.30233333333333
-4.575,-2.30233333333333
-4.585,-2.30233333333333
-4.595,-2.30233333333333
-4.60999848897417,-2.30822426241163
-4.61999221920911,-2.30789710155835
-4.62997643423048,-2.30735200648436
-4.63994638209268,-2.30658923662538
-4.64989731764048,-2.30560915501856
-4.65982450476752,-2.30441222812966
-4.66972321867038,-2.30299902563106
-4.67958874809734,-2.3013702201306
-4.68941639759073,-2.29952658685148
-4.69920148972163,-2.2974690032633
-4.70893936731616,-2.29519844866441
-4.71862539567199,-2.29271600371582
-4.72825496476421,-2.29002284992688
-4.73782349143946,-2.28712026909294
-4.74732642159728,-2.28400964268526
-4.7567592323576,-2.28069245119354
-4.76611743421336,-2.27717027342128
-4.77539657316733,-2.27344478573434
-4.78459223285192,-2.26951776126308
-4.79370003663115,-2.26539106905846
-4.80271564968371,-2.26106667320248
-4.81163478106606,-2.25654663187335
-4.82045318575472,-2.25183309636594
-4.82916666666667,-2.24692831006787
-4.83777107665691,-2.24183460739177
-4.8462623204923,-2.23655441266424
-4.85463635680065,-2.231090238972
-4.86288919999423,-2.22544468696579
-4.87101692216664,-2.2196204436226
-4.87901565496233,-2.21362028096682
-4.88688159141769,-2.2074470547509
-4.894610987773,-2.2011037030962
-4.9022001652542,-2.19459324509453
-4.90964551182384,-2.18791877937131
-4.91694348390021,-2.18108348261072
-4.92409060804383,-2.17409060804383
-4.93108348261072,-2.16694348390021
-4.93791877937131,-2.15964551182384
-4.94459324509453,-2.1522001652542
-4.9511037030962,-2.144610987773
-4.9574470547509,-2.13688159141769
-4.96362028096682,-2.12901565496233
-4.9696204436226,-2.12101692216664
-4.97544468696579,-2.11288919999423
-4.981090238972,-2.10463635680065
-4.98655441266424,-2.09626232049229
-4.99183460739177,-2.08777107665691
-4.99692831006787,-2.07916666666667
-5.00183309636594,-2.07045318575472
-5.00654663187335,-2.06163478106606
-5.01106667320248,-2.05271564968371
-5.01539106905846,-2.04370003663115
-5.01951776126308,-2.03459223285192
-5.02344478573434,-2.02539657316733
-5.02717027342128,-2.01611743421336
-5.03069245119354,-2.0067592323576
-5.03400964268526,-1.99732642159728
-5.03712026909294,-1.98782349143946
-5.04002284992688,-1.9782549647642
-5.04271600371582,-1.96862539567199
-5.04519844866441,-1.95893936731616
-5.0474690032633,-1.94920148972163
-5.04952658685148,-1.93941639759073
-5.0513702201306,-1.92958874809734
-5.05299902563106,-1.91972321867038
-5.05441222812966,-1.90982450476752
-5.05560915501856,-1.89989731764048
-5.05658923662538,-1.88994638209268
-5.05735200648436,-1.87997643423048
